Path way points to (21 20.5).
x,y,
24.662,23.3705,
24.5127,23.8359,
24.5887,22.5702,
24.3387,22.8102,
24.4189,22.7627,
24.3387,22.8102,
23.9802,21.6475,
23.802,21.0939,
23.0516,20.654,
22.3103,20.5399,
21.0336,20.5269,
Time,887.013,
Path way points to (21 20.5).
x,y,
24.911,25.0212,
24.7099,24.2987,
24.5055,23.5565,
24.3387,22.8102,
24.1413,22.07,
24.1093,21.2942,
23.9802,21.6475,
23.7345,21.0156,
23.0055,20.8288,
22.5044,20.7124,
21.7833,20.5061,
21.2024,20.339,
Time,130.619,
Path way points to (21 20.5).
x,y,
25.2068,24.9091,
25.1005,24.7145,
24.9264,24.0781,
24.7741,23.6254,
24.662,23.3705,
24.4189,22.7627,
24.3166,22.5109,
24.1078,21.9079,
23.9802,21.6475,
23.7345,21.0156,
23.0055,20.8288,
22.5044,20.7124,
21.7833,20.5061,
21.2024,20.339,
Time,29.9857,
Path way points to (21 20.5).
x,y,
25.2939,24.4061,
25.2068,24.9091,
25.1005,24.7145,
24.9264,24.0781,
24.7741,23.6254,
24.662,23.3705,
24.4189,22.7627,
24.4621,22.1012,
24.3166,22.5109,
24.2643,21.9599,
24.1078,21.9079,
23.9802,21.6475,
23.7345,21.0156,
23.11,20.7492,
23.0277,20.7552,
22.3095,20.5451,
21.5916,20.3866,
21.2024,20.339,
Time,22.3199,
Path way points to (21 20.5).
x,y,
25.0451,25.1216,
25.0253,24.9598,
24.9592,24.3637,
24.9159,24.3124,
24.7741,23.6254,
24.6598,23.473,
24.3387,22.8102,
24.3044,22.6962,
24.1413,22.07,
24.2643,21.9599,
24.0776,21.605,
23.7345,21.0156,
23.3406,20.7267,
23.0408,20.6643,
22.3285,20.5565,
22.3103,20.5399,
21.5916,20.3866,
21.2024,20.339,
Time,135.14,
Path way points to (21 20.5).
x,y,
25.2939,24.4061,
25.2068,24.9091,
25.1005,24.7145,
24.9264,24.0781,
24.7741,23.6254,
24.662,23.3705,
24.4189,22.7627,
24.1413,22.07,
23.9802,21.6475,
23.7345,21.0156,
23.11,20.7492,
23.0277,20.7552,
22.3095,20.5451,
21.5916,20.3866,
21.2024,20.339,
Time,25.7994,
Path way points to (21 20.5).
x,y,
25.3683,24.2856,
25.2068,24.9091,
25.2714,24.8071,
25.2068,24.9091,
25.1482,24.199,
25.1005,24.7145,
24.9541,24.106,
24.9264,24.0781,
24.8508,23.3759,
24.7741,23.6254,
24.662,23.3705,
24.7514,23.3839,
24.4891,22.6992,
24.4722,22.6402,
24.2643,21.9599,
24.0776,21.605,
23.7345,21.0156,
23.11,20.7492,
23.0277,20.7552,
22.3095,20.5451,
21.5916,20.3866,
21.2024,20.339,
Time,28.0893,
