Path way points to (25 25).
x,y,
28.2918,27.8349,
27.6958,28.953,
27.0623,29.189,
26.656,29.0542,
26.1639,28.8875,
25.7933,28.1641,
25.5891,27.4424,
25.396,26.7704,
25.2958,26.4017,
25.0916,25.7093,
24.9372,25.2093,
Time,33.667,
Path way points to (25 25).
x,y,
28.3417,28.1026,
28.3319,27.8018,
28.3193,27.263,
28.2427,26.632,
28.1588,25.8867,
28.0471,25.3585,
28.1084,25.7595,
27.9123,25.0976,
27.2693,24.9079,
26.9662,24.8142,
26.6561,24.9207,
25.9457,24.9454,
25.2426,24.9901,
Time,33.2527,
Path way points to (25 25).
x,y,
28.3417,28.1026,
28.3319,27.8018,
28.3193,27.263,
28.1976,26.6211,
28.1588,25.8867,
28.1084,25.7595,
27.9123,25.0976,
27.2693,24.9079,
26.6561,24.9207,
25.9457,24.9454,
25.2426,24.9901,
Time,30.2844,
Path way points to (25 25).
x,y,
27.7466,28.9974,
27.3356,29.1602,
26.656,29.0542,
26.1639,28.8875,
25.797,28.2646,
25.5738,28.5224,
25.7094,28.3278,
25.6458,27.9178,
25.5891,27.4424,
25.5705,27.7148,
25.4392,27.0584,
25.2462,26.3518,
25.0916,25.7093,
24.9372,25.2093,
Time,27.7065,
Path way points to (25 25).
x,y,
28.3417,28.1026,
28.3319,27.8018,
28.3193,27.263,
28.1976,26.6211,
28.1588,25.8867,
28.1084,25.7595,
27.9123,25.0976,
27.3848,24.859,
27.9628,25.0238,
27.2693,24.9079,
26.6561,24.9207,
25.9385,24.9097,
25.2426,24.9901,
Time,126.163,
Path way points to (25 25).
x,y,
28.2918,27.8349,
28.1778,27.3853,
28.1039,26.9216,
28.0951,26.5864,
28.059,25.848,
28.0532,25.7905,
27.9123,25.0976,
27.2693,24.9079,
26.6561,24.9207,
25.9457,24.9454,
25.2426,24.9901,
Time,26.6286,
