8.21005,20.3627,
8.24138,20.4655,
8.52743,20.1663,
8.49984,40.3497,
8.61768,20.369,
8.32194,20.362,
8.34781,20.1924,
8.55553,20.3879,
8.70047,20.6219,
8.33376,20.5025,
8.49498,20.3831,
8.7113,20.748,
9.17176,20.7555,
7.89351,20.3241,
8.514,40.9317,
8.1881,20.3454,
8.21246,20.5078,
8.45263,20.7675,
8.08728,20.3904,
8.06352,20.3904,
8.83333,20.2472,
8.11225,20.2891,
8.21253,20.5862,
8.21088,20.3939,
8.32455,20.2011,
8.17083,20.3163,
7.8212,20.5583,
8.6343,20.3924,
8.46528,20.3384,
7.91597,20.2595,
8.2956,20.1553,
8.05817,20.2936,
7.83944,20.2968,
8.04758,20.5794,
8.31183,20.1909,
8.57921,20.3329,
8.20998,20.2508,
9.71622,20.4492,
8.98482,20.1164,
8.02664,20.4791,
8.04395,40.26,
8.69335,20.3337,
8.14384,20.1358,
7.94681,20.2435,
9.67159,20.2682,
8.08875,20.3375,
8.60007,20.2581,
8.54111,60.3696,
8.15507,20.4367,
8.37705,20.4976,
8.01478,20.1961,
8.27079,20.1337,
8.08852,20.178,
8.23784,40.9909,
8.33898,40.84,
8.51499,20.1296,
8.87667,20.1813,
8.53411,20.3964,
8.06851,40.5796,
8.90148,20.0722,
8.31351,20.5245,
7.98318,20.5498,
8.28971,20.3977,
8.26473,41.1018,
8.65447,20.313,
7.99905,20.4432,
8.11187,20.4514,
8.12409,20.4524,
8.03379,20.4463,
9.55978,20.2808,
8.45353,20.2869,
8.16551,20.1565,
8.83579,20.3118,
8.1541,20.5198,
8.17662,20.4016,
7.9668,20.1812,
8.02849,20.3719,
8.13978,20.2969,
8.03766,20.1899,
8.05938,20.1647,
8.57761,20.1812,
8.56446,20.4833,
8.00875,20.1908,
7.98453,20.1661,
8.5234,20.4782,
8.43264,20.0831,
8.41042,81.0998,
8.05325,20.4754,
8.17813,20.2445,
8.54419,20.8383,
8.15084,20.187,
8.24228,20.0963,
8.3465,20.2828,
8.32776,20.3029,
8.02589,20.3661,
8.14229,40.1671,
8.26219,20.308,
8.30477,20.3237,
8.58694,20.2611,
8.56646,20.1837,
8.77249,20.076,
8.55747,20.5228,
8.78764,20.3242,
8.24778,20.1783,
8.27281,20.2592,
8.22338,20.305,
8.09199,20.2219,
8.22155,20.1171,
8.16934,20.1951,
9.08748,20.1619,
8.36338,20.6357,
8.02389,40.7803,
8.45463,20.581,
8.20945,20.6022,
8.61728,20.4341,
8.28954,20.2901,
8.27952,20.5674,
9.5299,20.3782,
8.64192,20.0935,
8.09785,20.2403,
8.35674,20.2928,
9.17074,20.1248,
8.40338,40.449,
8.56217,20.6266,
8.89941,20.3849,
8.79107,20.2506,
8.28686,20.3467,
8.3275,20.2186,
8.17087,20.4565,
8.47067,20.4475,
8.98706,20.462,
8.46438,20.177,
8.60668,20.2123,
8.64936,20.1234,
8.11404,20.1278,
8.4971,41.2141,
