6.66784,40.3074,
6.90658,40.3376,
7.10614,40.352,
7.83928,20.2243,
7.06206,20.4157,
7.82893,20.2961,
7.43508,61.1547,
7.21916,40.2534,
7.25322,20.3512,
7.22812,20.3378,
7.50767,20.1269,
7.62734,60.4159,
7.60459,20.1272,
7.29499,40.2688,
7.53665,40.2267,
6.98864,60.6017,
7.15946,20.172,
7.23785,60.5912,
7.65926,20.3822,
7.17138,20.2449,
7.82623,81.0756,
7.24306,81.1459,
7.7073,20.2289,
7.02385,20.0797,
6.98646,101.152,
7.41873,80.9551,
7.69832,61.0906,
7.14602,20.0912,
7.47392,20.2128,
6.81429,40.2436,
7.39627,20.1197,
7.24382,20.1355,
7.64002,20.2961,
6.97971,40.2203,
7.64563,60.7293,
6.97753,20.2469,
7.28301,20.1973,
6.99384,40.3628,
6.9434,20.2965,
7.09855,40.532,
7.83031,162.15,
7.56053,40.2043,
7.11685,60.3346,
6.98224,40.1597,
7.03881,40.2949,
7.35056,60.5379,
7.59419,40.3384,
7.54094,40.2094,
6.92725,40.4121,
6.8588,20.2537,
7.27662,40.2508,
7.45546,60.3109,
7.21258,40.6617,
7.19466,40.1847,
6.77975,20.2874,
7.53159,20.1658,
6.75027,20.2792,
7.90772,20.2403,
7.62511,20.1456,
7.23484,40.3219,
7.58576,20.1482,
7.06629,40.3171,
7.63135,40.4749,
7.61908,60.5447,
7.1862,40.649,
7.07389,60.7275,
7.21849,80.6929,
7.34208,60.7308,
7.30108,101.253,
7.07651,40.473,
7.53837,100.929,
7.30958,60.4165,
7.52056,40.5992,
8.03472,60.7971,
6.85619,20.1336,
6.97,40.5072,
7.15023,40.2621,
7.01231,20.0934,
7.64999,40.4294,
7.51486,20.1363,
7.3562,20.0814,
6.82308,40.392,
6.95611,60.7754,
7.12845,20.1032,
7.45177,40.2613,
7.40901,40.3258,
7.48817,20.2056,
7.73957,40.5266,
6.81286,81.1625,
7.37306,40.4477,
7.28532,40.5749,
7.59631,40.5606,
7.16562,60.8761,
7.62698,60.4944,
7.61299,60.8144,
7.36715,40.3107,
7.66066,60.4458,
7.42105,20.1326,
7.16726,40.4972,
6.50889,100.61,
7.13252,40.359,
7.68141,60.4106,
7.57107,20.1264,
6.99478,80.3808,
7.24897,40.2846,
7.29115,121.068,
6.48314,40.6295,
7.63138,101.033,
7.17862,20.1555,
7.3473,60.5934,
7.15095,163.272,
6.95993,60.4497,
7.3474,81.4164,
7.50285,20.1505,
6.94447,20.443,
7.70959,61.1318,
6.86994,40.3209,
7.58386,40.378,
7.58507,80.7225,
7.44278,80.6602,
7.80843,60.4362,
7.49163,20.3612,
7.46007,40.5242,
7.59432,40.5139,
7.18236,20.1459,
7.06122,101.642,
6.99833,40.7108,
6.91112,40.5093,
7.10686,20.3798,
6.89192,60.5508,
6.81554,60.5515,
7.52155,20.0845,
7.36353,40.691,
7.52858,40.3696,
6.97465,20.258,
7.32353,40.2742,
