Path way points to (28.4 29).
x,y,
27.57,23.9089,
27.7165,24.5377,
27.8406,25.0184,
28.0248,25.7854,
28.0951,26.5864,
28.1852,26.9977,
28.2918,27.8349,
28.3372,28.7261,
Time,20.8367,
Path way points to (28.4 29).
x,y,
27.7105,24.3901,
28.0858,24.4296,
28.095,24.365,
28.0923,24.4808,
28.2793,24.2823,
28.3136,24.9539,
28.2781,25.6918,
28.3764,26.263,
28.3576,26.8116,
28.3733,27.5425,
28.3448,27.295,
28.3319,27.8018,
28.3417,28.1026,
28.3372,28.7261,
Time,26.7256,
Path way points to (28.4 29).
x,y,
28.0923,24.4808,
28.2793,24.2823,
28.3136,24.9539,
28.2781,25.6918,
28.3764,26.263,
28.3576,26.8116,
28.3618,27.3714,
28.3417,28.1026,
28.3372,28.7261,
Time,24.3303,
Path way points to (28.4 29).
x,y,
27.57,23.9089,
27.7105,24.3901,
27.9123,25.0976,
28.0532,25.7905,
28.059,25.848,
28.0951,26.5864,
28.1039,26.9216,
28.1778,27.3853,
28.2918,27.8349,
28.3499,28.5516,
28.3372,28.7261,
Time,26.1104,
Path way points to (28.4 29).
x,y,
28.0858,24.4296,
28.2793,24.2823,
28.3136,24.9539,
28.3294,25.3602,
28.4315,26.017,
28.4224,26.7425,
28.4063,27.0124,
28.3733,27.5425,
28.3789,27.3558,
28.3417,28.1026,
28.3372,28.7261,
Time,26.0506,
Path way points to (28.4 29).
x,y,
27.57,23.9089,
27.7105,24.3901,
27.9123,25.0976,
28.0532,25.7905,
28.059,25.848,
28.0951,26.5864,
28.1039,26.9216,
28.1778,27.3853,
28.2918,27.8349,
28.3499,28.5516,
28.3372,28.7261,
Time,20.7535,
