5.1007,20.388,
5.14149,20.272,
4.87516,20.4117,
4.86791,20.2874,
4.84983,20.3398,
5.22582,20.3038,
4.75097,20.5568,
4.72159,20.1535,
5.05127,40.4416,
4.95975,20.1351,
5.00546,40.5487,
5.10185,20.1451,
4.7411,20.3417,
4.79841,20.1749,
5.00268,40.2238,
4.54787,20.1834,
4.95933,20.1285,
4.8443,20.0672,
4.57965,60.8365,
4.47768,20.2065,
4.87918,20.1777,
5.33978,20.1818,
5.01477,20.1734,
4.86301,20.0757,
4.73598,20.2528,
4.82108,20.1847,
4.86361,20.1946,
4.56036,20.328,
5.07044,60.4953,
4.76941,20.1535,
5.06037,20.1022,
4.53731,20.2232,
4.84156,20.4457,
4.96848,20.069,
5.13927,20.5901,
5.11902,20.4704,
4.50299,40.6012,
4.65362,20.1492,
4.65389,20.4162,
4.81673,20.3033,
4.90109,81.7501,
4.59213,20.3712,
5.05789,20.1014,
4.89281,20.2889,
4.44094,20.1998,
4.59859,20.3533,
4.90756,20.1732,
4.86949,20.287,
9.00119,20.3822,
4.98534,20.3358,
4.81117,20.3564,
5.41841,20.1631,
4.50177,20.0842,
4.91082,20.0745,
5.22325,20.4467,
4.64227,20.115,
4.88535,20.0975,
4.66685,20.0761,
5.09568,20.1148,
4.68984,20.3661,
4.9011,20.1127,
4.70881,20.4802,
4.57505,20.3152,
4.85354,20.2204,
4.87397,41.0213,
4.88745,20.2928,
4.97793,20.247,
4.81978,20.2923,
4.63574,20.0815,
4.73002,20.1255,
5.20666,20.1234,
4.8182,20.1592,
5.10158,20.2843,
5.064,40.5134,
4.78559,60.5085,
4.72653,20.1183,
4.84205,20.1193,
4.67572,20.1639,
5.04247,20.1561,
4.86089,20.378,
4.97185,20.432,
4.7856,20.234,
4.7898,20.52,
4.58635,20.1688,
4.72486,20.462,
4.4705,20.337,
5.01195,20.1742,
4.82276,20.3241,
4.76629,20.2056,
5.2442,20.3276,
4.52381,40.926,
4.87685,20.1373,
4.77382,20.0619,
4.96287,20.3598,
4.81246,20.288,
4.87984,20.5023,
4.904,20.3609,
4.51277,20.1756,
4.91829,20.2083,
4.43286,20.4353,
4.76512,20.331,
4.81078,40.1524,
5.58865,20.1174,
4.81618,20.3579,
4.63012,20.2127,
4.68475,20.0838,
4.8668,20.319,
5.52014,20.2379,
5.29132,20.223,
4.69341,40.5068,
4.89135,40.2638,
4.8807,20.4451,
4.81054,20.1977,
4.7886,20.616,
5.02052,20.4316,
4.48676,20.2501,
4.43641,20.5068,
5.04229,20.2166,
5.0164,20.1638,
4.93121,20.2228,
4.88777,40.2924,
4.63078,20.0567,
4.60209,40.5879,
5.04325,20.3998,
4.98391,20.3947,
10.0911,40.651,
4.64462,20.3951,
4.70361,20.2357,
4.82911,20.3,
4.60018,20.2005,
4.95092,20.143,
5.15896,20.1207,
4.63708,20.2161,
4.69294,20.4738,
4.99511,20.193,
4.82791,20.1339,
